"ID";"EigenaarBewoner";"KenmerkenVanHuishoudens";"Perioden";"ParticuliereHuishoudens_1";"GemiddeldeHypotheekschuldEigenWoning_2";"GemiddeldeWaardeEigenWoning_3";"GemiddeldBrutoInkomen_4";"GemiddeldBesteedbaarInkomen_5";"HypotheekschuldWoningwaarde_6";"HypotheekschuldBrutoInkomen_7";"HypotheekschuldBesteedbaarInkomen_8";"GeenSchuld_9";"k_0Tot07_10";"k_07Tot08_11";"k_08Tot09_12";"k_09Tot10_13";"k_1OfHoger_14";"GeenSchuld_15";"k_0Tot2_16";"k_2Tot4_17";"k_4OfHoger_18";"GeenSchuld_19";"k_0Tot35_20";"k_35Tot7_21";"k_7OfHoger_22"
"598";"T001628";"1020910";"2012JJ00";"   450.5";"   123.8";"   221.9";"    49.8";"    32.5";"    0.61";"     2.3";"     3.6";"    73.3";"   175.1";"    25.5";"    26.9";"    29.4";"   120.2";"    73.3";"   121.6";"   187.6";"    68.1";"    73.3";"   144.9";"   183.7";"    48.6"
"599";"T001628";"1020910";"2013JJ00";"   463.3";"   121.7";"   200.4";"    49.3";"    32.5";"    0.65";"     2.3";"     3.5";"    78.9";"   163.4";"    23.3";"    24.0";"    24.8";"   149.0";"    78.9";"   124.6";"   191.8";"    68.0";"    78.9";"   150.6";"   188.7";"    45.1"
"600";"T001628";"1020910";"2014JJ00";"   471.7";"   118.0";"   199.4";"    49.7";"    33.3";"    0.63";"     2.2";"     3.4";"    85.5";"   166.0";"    23.6";"    24.4";"    25.9";"   146.3";"    85.5";"   128.5";"   195.5";"    62.1";"    85.5";"   158.4";"   190.3";"    37.5"
"601";"T001628";"1020910";"2015JJ00";"   477.2";"   115.3";"   203.7";"    49.4";"    33.5";"    0.60";"     2.2";"     3.3";"    94.2";"   168.1";"    24.8";"    25.7";"    28.0";"   136.4";"    94.2";"   125.4";"   197.2";"    60.4";"    94.2";"   159.1";"   189.4";"    34.5"
"602";"T001628";"1020910";"2016JJ00";"   478.7";"   113.3";"   211.3";"    50.2";"    34.6";"    0.57";"     2.1";"     3.1";"    93.5";"   180.3";"    26.2";"    27.9";"    33.9";"   116.8";"    93.5";"   133.0";"   196.7";"    55.4";"    93.5";"   173.1";"   183.1";"    29.1"
"603";"T001628";"1020910";"2017JJ00";"   483.1";"   112.5";"   223.1";"    51.5";"    35.3";"    0.54";"     2.1";"     3.1";"    94.6";"   192.3";"    29.7";"    34.3";"    43.0";"    89.2";"    94.6";"   138.9";"   200.3";"    49.4";"    94.6";"   180.1";"   182.4";"    26.0"
"604";"T001628";"1020910";"2018JJ00";"   485.5";"   113.8";"   240.3";"    53.4";"    36.4";"    0.51";"     2.0";"     3.0";"    95.4";"   207.6";"    35.8";"    43.1";"    42.2";"    61.4";"    95.4";"   144.9";"   199.9";"    45.3";"    95.4";"   187.8";"   178.4";"    23.9"
"605";"T001628";"1020910";"2019JJ00";"   489.9";"   115.2";"   260.7";"    55.7";"    38.1";"    0.48";"     2.0";"     2.9";"    94.7";"   233.4";"    44.4";"    45.6";"    34.0";"    37.8";"    94.7";"   155.6";"   198.6";"    41.0";"    94.7";"   202.5";"   171.6";"    21.0"
"606";"T001628";"1020910";"2020JJ00";"   489.1";"   115.2";"   280.1";"    57.3";"    39.5";"    0.44";"     1.9";"     2.8";"    97.3";"   255.0";"    46.7";"    39.5";"    25.9";"    24.7";"    97.3";"   162.3";"   190.7";"    38.8";"    97.3";"   213.1";"   159.1";"    19.5"
"607";"T001628";"1020910";"2021JJ00";"   482.4";"   117.2";"   311.1";"    58.8";"    40.9";"    0.40";"     1.9";"     2.7";"    95.5";"   286.7";"    42.5";"    29.1";"    15.1";"    13.6";"    95.5";"   164.9";"   184.6";"    37.5";"    95.5";"   219.2";"   149.1";"    18.6"
"608";"T001628";"1020920";"2006JJ00";"   421.9";"   113.6";"   239.5";"       .";"       .";"    0.48";"       .";"       .";"    51.4";"   227.7";"    26.4";"    26.0";"    29.6";"    60.9";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"609";"T001628";"1020920";"2007JJ00";"   436.9";"   121.2";"   252.8";"       .";"       .";"    0.49";"       .";"       .";"    51.5";"   232.6";"    28.5";"    30.9";"    36.6";"    56.8";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"610";"T001628";"1020920";"2008JJ00";"   448.4";"   127.5";"   262.0";"       .";"       .";"    0.51";"       .";"       .";"    52.1";"   233.2";"    30.5";"    34.0";"    40.6";"    57.9";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"611";"T001628";"1020920";"2009JJ00";"   460.5";"   131.5";"   259.7";"       .";"       .";"    0.53";"       .";"       .";"    62.1";"   220.1";"    30.4";"    32.4";"    37.6";"    78.0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"612";"T001628";"1020920";"2010JJ00";"   465.6";"   133.9";"   243.0";"       .";"       .";"    0.59";"       .";"       .";"    64.9";"   199.5";"    28.3";"    29.3";"    32.3";"   111.3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"613";"T001628";"1020920";"2011JJ00";"   516.2";"   130.9";"   241.8";"    57.8";"    36.2";"    0.58";"     2.1";"     3.5";"    75.3";"   220.2";"    31.6";"    33.4";"    36.8";"   119.0";"    75.3";"   165.9";"   218.4";"    56.5";"    75.3";"   185.9";"   207.5";"    47.5"
"614";"T001628";"1020920";"2012JJ00";"   523.8";"   134.2";"   229.7";"    58.4";"    36.4";"    0.64";"     2.2";"     3.6";"    72.2";"   207.9";"    30.9";"    32.4";"    35.2";"   145.2";"    72.2";"   165.8";"   229.6";"    56.2";"    72.2";"   184.9";"   218.8";"    47.9"
"615";"T001628";"1020920";"2013JJ00";"   535.1";"   133.7";"   207.0";"    58.2";"    36.6";"    0.71";"     2.2";"     3.6";"    75.1";"   188.7";"    27.8";"    29.0";"    30.8";"   183.6";"    75.1";"   167.1";"   235.9";"    56.9";"    75.1";"   188.5";"   227.2";"    44.2"
"616";"T001628";"1020920";"2014JJ00";"   537.7";"   131.3";"   206.1";"    59.2";"    37.7";"    0.71";"     2.2";"     3.4";"    80.1";"   185.1";"    28.6";"    29.7";"    32.0";"   182.3";"    80.1";"   168.2";"   238.6";"    50.8";"    80.1";"   194.2";"   227.9";"    35.5"
"617";"T001628";"1020920";"2015JJ00";"   540.4";"   129.7";"   211.3";"    59.3";"    38.2";"    0.69";"     2.1";"     3.3";"    87.7";"   186.1";"    30.0";"    31.6";"    35.3";"   169.7";"    87.7";"   165.4";"   238.7";"    48.5";"    87.7";"   195.7";"   225.0";"    32.0"
"618";"T001628";"1020920";"2016JJ00";"   544.3";"   129.6";"   218.4";"    60.6";"    39.6";"    0.67";"     2.1";"     3.3";"    84.6";"   195.5";"    32.3";"    35.9";"    44.4";"   151.6";"    84.6";"   172.6";"   242.2";"    44.8";"    84.6";"   209.9";"   222.7";"    27.1"
"619";"T001628";"1020920";"2017JJ00";"   553.7";"   129.8";"   230.9";"    62.3";"    40.4";"    0.65";"     2.1";"     3.2";"    85.4";"   210.4";"    38.1";"    45.0";"    59.2";"   115.6";"    85.4";"   182.4";"   245.5";"    40.4";"    85.4";"   220.3";"   223.4";"    24.6"
"620";"T001628";"1020920";"2018JJ00";"   560.8";"   130.8";"   249.4";"    64.3";"    41.6";"    0.60";"     2.0";"     3.1";"    87.0";"   233.6";"    47.0";"    58.1";"    57.2";"    77.8";"    87.0";"   193.2";"   242.4";"    38.2";"    87.0";"   232.6";"   217.9";"    23.2"
"621";"T001628";"1020920";"2019JJ00";"   561.4";"   133.0";"   271.1";"    67.3";"    43.7";"    0.56";"     1.9";"     3.0";"    85.8";"   262.6";"    58.7";"    61.0";"    45.7";"    47.7";"    85.8";"   207.8";"   233.1";"    34.6";"    85.8";"   249.3";"   205.5";"    20.8"
"622";"T001628";"1020920";"2020JJ00";"   565.8";"   134.6";"   291.7";"    69.6";"    45.6";"    0.52";"     1.9";"     2.9";"    88.2";"   291.9";"    62.8";"    54.3";"    35.7";"    32.9";"    88.2";"   218.7";"   225.8";"    33.1";"    88.2";"   265.9";"   192.5";"    19.1"
"623";"T001628";"1020920";"2021JJ00";"   566.5";"   137.0";"   323.5";"    71.4";"    47.3";"    0.47";"     1.9";"     2.8";"    88.4";"   337.6";"    58.3";"    41.2";"    21.8";"    19.3";"    88.4";"   224.3";"   220.9";"    32.9";"    88.4";"   276.7";"   182.7";"    18.8"
"624";"T001628";"1020930";"2006JJ00";"   463.9";"   120.1";"   250.7";"       .";"       .";"    0.47";"       .";"       .";"    53.3";"   254.7";"    27.9";"    27.9";"    32.1";"    67.9";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"625";"T001628";"1020930";"2007JJ00";"   481.5";"   128.1";"   266.0";"       .";"       .";"    0.48";"       .";"       .";"    54.3";"   260.7";"    31.1";"    33.2";"    39.5";"    62.7";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"626";"T001628";"1020930";"2008JJ00";"   492.8";"   134.6";"   276.2";"       .";"       .";"    0.50";"       .";"       .";"    55.5";"   261.7";"    33.0";"    36.1";"    43.2";"    63.4";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"627";"T001628";"1020930";"2009JJ00";"   506.5";"   138.3";"   274.3";"       .";"       .";"    0.52";"       .";"       .";"    66.8";"   249.1";"    32.4";"    34.7";"    39.8";"    83.8";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"628";"T001628";"1020930";"2010JJ00";"   512.6";"   141.7";"   256.5";"       .";"       .";"    0.58";"       .";"       .";"    68.9";"   225.9";"    30.9";"    32.2";"    34.7";"   120.1";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"629";"T001628";"1020930";"2011JJ00";"   565.4";"   140.3";"   254.8";"    67.4";"    40.8";"    0.58";"     2.0";"     3.2";"    76.9";"   247.3";"    34.9";"    36.8";"    39.7";"   129.8";"    76.9";"   211.8";"   230.5";"    46.2";"    76.9";"   225.4";"   220.2";"    43.0"
"630";"T001628";"1020930";"2012JJ00";"   572.0";"   143.3";"   242.3";"    68.2";"    41.0";"    0.64";"     2.0";"     3.4";"    73.8";"   233.3";"    34.3";"    35.5";"    38.0";"   157.1";"    73.8";"   212.8";"   239.8";"    45.6";"    73.8";"   224.1";"   231.2";"    42.9"
"631";"T001628";"1020930";"2013JJ00";"   583.3";"   144.6";"   218.3";"    68.6";"    41.4";"    0.73";"     2.0";"     3.4";"    73.9";"   209.1";"    31.8";"    32.1";"    34.2";"   202.2";"    73.9";"   214.7";"   248.7";"    46.0";"    73.9";"   227.5";"   241.6";"    40.3"
"632";"T001628";"1020930";"2014JJ00";"   590.4";"   142.6";"   216.9";"    69.9";"    42.7";"    0.73";"     2.0";"     3.3";"    78.5";"   206.5";"    32.3";"    33.3";"    35.9";"   203.8";"    78.5";"   220.2";"   250.7";"    41.0";"    78.5";"   236.9";"   242.5";"    32.5"
"633";"T001628";"1020930";"2015JJ00";"   599.0";"   141.1";"   222.4";"    69.9";"    43.4";"    0.71";"     2.0";"     3.2";"    86.7";"   209.7";"    34.4";"    36.2";"    40.3";"   191.7";"    86.7";"   218.9";"   253.0";"    40.3";"    86.7";"   242.6";"   240.1";"    29.6"
"634";"T001628";"1020930";"2016JJ00";"   608.7";"   141.0";"   229.8";"    71.2";"    44.8";"    0.69";"     2.0";"     3.1";"    85.2";"   221.2";"    37.7";"    40.9";"    51.6";"   172.1";"    85.2";"   228.9";"   257.4";"    37.3";"    85.2";"   260.2";"   237.8";"    25.6"
"635";"T001628";"1020930";"2017JJ00";"   618.4";"   140.6";"   243.9";"    73.1";"    45.7";"    0.66";"     1.9";"     3.1";"    86.8";"   240.1";"    43.8";"    51.4";"    68.3";"   128.0";"    86.8";"   243.1";"   254.3";"    34.2";"    86.8";"   272.5";"   235.7";"    23.3"
"636";"T001628";"1020930";"2018JJ00";"   624.6";"   142.6";"   263.6";"    75.4";"    46.9";"    0.62";"     1.9";"     3.0";"    88.7";"   261.6";"    54.1";"    67.4";"    66.8";"    86.0";"    88.7";"   253.0";"   249.4";"    33.5";"    88.7";"   281.5";"   231.9";"    22.5"
"637";"T001628";"1020930";"2019JJ00";"   627.2";"   145.1";"   287.0";"    79.1";"    49.3";"    0.58";"     1.8";"     2.9";"    87.7";"   296.1";"    67.6";"    70.7";"    51.5";"    53.6";"    87.7";"   272.5";"   236.5";"    30.5";"    87.7";"   301.7";"   217.6";"    20.1"
"638";"T001628";"1020930";"2020JJ00";"   630.7";"   146.8";"   308.1";"    81.5";"    51.3";"    0.54";"     1.8";"     2.8";"    90.3";"   327.9";"    71.5";"    62.5";"    40.5";"    38.1";"    90.3";"   283.4";"   227.3";"    29.8";"    90.3";"   317.7";"   203.7";"    19.0"
"639";"T001628";"1020930";"2021JJ00";"   632.7";"   150.3";"   341.7";"    83.8";"    53.2";"    0.49";"     1.7";"     2.7";"    90.5";"   376.8";"    67.6";"    48.3";"    26.0";"    23.5";"    90.5";"   289.9";"   222.7";"    29.7";"    90.5";"   328.7";"   194.6";"    18.8"
"640";"T001628";"1020940";"2006JJ00";"   503.6";"   126.1";"   267.4";"       .";"       .";"    0.46";"       .";"       .";"    59.2";"   281.2";"    29.7";"    28.9";"    34.1";"    70.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"641";"T001628";"1020940";"2007JJ00";"   521.4";"   134.7";"   283.4";"       .";"       .";"    0.47";"       .";"       .";"    60.0";"   288.4";"    32.3";"    34.6";"    41.3";"    64.9";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"642";"T001628";"1020940";"2008JJ00";"   534.0";"   141.7";"   294.5";"       .";"       .";"    0.48";"       .";"       .";"    61.1";"   290.3";"    34.6";"    37.9";"    44.4";"    65.6";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"643";"T001628";"1020940";"2009JJ00";"   549.6";"   146.3";"   294.0";"       .";"       .";"    0.50";"       .";"       .";"    74.0";"   277.8";"    34.8";"    36.3";"    40.9";"    85.8";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"644";"T001628";"1020940";"2010JJ00";"   557.4";"   149.6";"   274.9";"       .";"       .";"    0.56";"       .";"       .";"    77.0";"   253.2";"    33.8";"    34.1";"    36.8";"   122.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"645";"T001628";"1020940";"2011JJ00";"   609.4";"   149.4";"   273.4";"    78.9";"    46.4";"    0.57";"     1.8";"     3.0";"    83.5";"   273.6";"    37.6";"    38.5";"    41.6";"   134.6";"    83.5";"   262.5";"   224.4";"    38.9";"    83.5";"   266.7";"   220.5";"    38.7"
"646";"T001628";"1020940";"2012JJ00";"   617.0";"   152.5";"   260.1";"    79.9";"    46.6";"    0.62";"     1.8";"     3.1";"    81.2";"   259.0";"    37.1";"    37.5";"    39.9";"   162.5";"    81.2";"   266.6";"   230.4";"    38.9";"    81.2";"   266.2";"   230.3";"    39.4"
"647";"T001628";"1020940";"2013JJ00";"   626.3";"   153.6";"   234.0";"    80.6";"    47.0";"    0.70";"     1.8";"     3.1";"    81.3";"   230.5";"    34.5";"    34.3";"    36.0";"   209.7";"    81.3";"   269.1";"   237.8";"    38.0";"    81.3";"   269.6";"   238.4";"    37.0"
"648";"T001628";"1020940";"2014JJ00";"   633.3";"   150.8";"   232.2";"    82.0";"    48.3";"    0.71";"     1.8";"     3.0";"    86.9";"   227.0";"    35.2";"    35.8";"    38.1";"   210.3";"    86.9";"   276.1";"   236.8";"    33.5";"    86.9";"   279.9";"   236.6";"    29.9"
"649";"T001628";"1020940";"2015JJ00";"   640.6";"   149.9";"   238.9";"    81.9";"    49.2";"    0.69";"     1.8";"     2.9";"    94.9";"   230.3";"    37.3";"    38.9";"    42.5";"   196.6";"    94.9";"   274.6";"   237.1";"    34.0";"    94.9";"   286.3";"   231.8";"    27.6"
"650";"T001628";"1020940";"2016JJ00";"   648.3";"   151.4";"   247.5";"    84.2";"    51.0";"    0.68";"     1.7";"     2.9";"    91.4";"   239.4";"    40.7";"    44.7";"    54.8";"   177.3";"    91.4";"   288.5";"   237.2";"    31.3";"    91.4";"   305.3";"   227.6";"    24.0"
"651";"T001628";"1020940";"2017JJ00";"   656.3";"   153.0";"   263.8";"    87.0";"    52.2";"    0.66";"     1.7";"     2.9";"    91.1";"   256.3";"    48.0";"    55.4";"    72.5";"   133.0";"    91.1";"   303.7";"   232.5";"    29.1";"    91.1";"   316.5";"   226.1";"    22.6"
"652";"T001628";"1020940";"2018JJ00";"   662.7";"   156.0";"   285.1";"    89.7";"    53.5";"    0.62";"     1.7";"     2.9";"    91.7";"   279.8";"    58.8";"    71.8";"    69.9";"    90.5";"    91.7";"   315.1";"   227.4";"    28.5";"    91.7";"   325.5";"   222.8";"    22.6"
"653";"T001628";"1020940";"2019JJ00";"   666.7";"   158.1";"   310.1";"    93.5";"    56.1";"    0.57";"     1.6";"     2.7";"    91.1";"   319.6";"    71.7";"    73.4";"    53.5";"    57.3";"    91.1";"   336.8";"   211.8";"    26.9";"    91.1";"   347.9";"   207.0";"    20.6"
"654";"T001628";"1020940";"2020JJ00";"   668.1";"   161.3";"   333.0";"    96.9";"    58.6";"    0.54";"     1.6";"     2.7";"    92.1";"   349.4";"    75.5";"    65.9";"    43.5";"    41.6";"    92.1";"   345.8";"   204.0";"    26.2";"    92.1";"   360.7";"   195.7";"    19.6"
"655";"T001628";"1020940";"2021JJ00";"   668.7";"   167.3";"   369.0";"   100.6";"    61.1";"    0.50";"     1.6";"     2.6";"    88.8";"   399.5";"    71.3";"    52.3";"    28.7";"    28.1";"    88.8";"   352.1";"   201.6";"    26.2";"    88.8";"   370.4";"   189.6";"    19.8"
"656";"T001628";"1020950";"2006JJ00";"   550.0";"   136.3";"   295.7";"       .";"       .";"    0.43";"       .";"       .";"    68.8";"   314.9";"    31.0";"    30.0";"    33.9";"    71.3";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"657";"T001628";"1020950";"2007JJ00";"   564.7";"   146.7";"   313.6";"       .";"       .";"    0.45";"       .";"       .";"    69.4";"   318.8";"    34.2";"    36.0";"    40.5";"    65.8";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"658";"T001628";"1020950";"2008JJ00";"   576.5";"   154.9";"   327.0";"       .";"       .";"    0.46";"       .";"       .";"    71.2";"   318.6";"    36.9";"    38.9";"    44.0";"    66.9";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"659";"T001628";"1020950";"2009JJ00";"   592.9";"   159.7";"   326.2";"       .";"       .";"    0.48";"       .";"       .";"    86.7";"   303.6";"    37.1";"    38.5";"    41.6";"    85.5";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"660";"T001628";"1020950";"2010JJ00";"   599.3";"   164.6";"   304.4";"       .";"       .";"    0.54";"       .";"       .";"    86.9";"   276.6";"    36.6";"    36.9";"    38.9";"   123.6";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"661";"T001628";"1020950";"2011JJ00";"   642.1";"   166.3";"   303.8";"    96.2";"    54.8";"    0.56";"     1.6";"     2.8";"    90.8";"   290.8";"    40.7";"    41.0";"    43.8";"   135.0";"    90.8";"   312.1";"   204.0";"    35.2";"    90.8";"   303.1";"   211.0";"    37.2"
"662";"T001628";"1020950";"2012JJ00";"   650.3";"   169.2";"   289.6";"    97.8";"    54.9";"    0.60";"     1.6";"     2.8";"    90.6";"   275.1";"    39.6";"    39.6";"    42.3";"   163.2";"    90.6";"   319.2";"   205.6";"    34.9";"    90.6";"   303.6";"   218.1";"    38.0"
"663";"T001628";"1020950";"2013JJ00";"   657.3";"   170.2";"   259.8";"    99.0";"    55.5";"    0.69";"     1.6";"     2.8";"    90.0";"   242.6";"    37.0";"    36.8";"    37.7";"   213.2";"    90.0";"   324.5";"   209.7";"    33.0";"    90.0";"   307.7";"   224.0";"    35.5"
"664";"T001628";"1020950";"2014JJ00";"   661.7";"   167.3";"   258.0";"   101.3";"    57.1";"    0.69";"     1.5";"     2.8";"    94.7";"   238.5";"    37.9";"    37.6";"    39.9";"   213.0";"    94.7";"   335.4";"   202.9";"    28.6";"    94.7";"   319.5";"   218.2";"    29.3"
"665";"T001628";"1020950";"2015JJ00";"   668.6";"   166.6";"   265.2";"   100.8";"    58.1";"    0.68";"     1.5";"     2.7";"   100.2";"   243.1";"    40.3";"    41.2";"    44.4";"   199.4";"   100.2";"   334.6";"   204.4";"    29.4";"   100.2";"   328.1";"   212.9";"    27.4"
